Date,Year,Gold_24K_1gm_INR,Gold_24K_10gm_INR,Gold_916_1gm_INR,Gold_916_10gm_INR
2005-06-16,2005,2470.26,24702.62,2262.76,22627.6
2005-06-17,2005,2461.04,24610.36,2254.31,22543.09
2005-06-18,2005,2506.92,25069.25,2296.34,22963.43
2005-06-19,2005,2450.74,24507.38,2244.88,22448.76
2005-06-20,2005,2499.27,24992.7,2289.33,22893.31
2005-06-21,2005,2482.73,24827.33,2274.18,22741.83
2005-06-22,2005,2521.35,25213.48,2309.55,23095.55
2005-06-23,2005,2477.09,24770.92,2269.02,22690.16
2005-06-24,2005,2489.76,24897.62,2280.62,22806.22
2005-06-25,2005,2441.65,24416.5,2236.55,22365.51
2005-06-26,2005,2494.19,24941.91,2284.68,22846.79
2005-06-27,2005,2522.03,25220.3,2310.18,23101.8
2005-06-28,2005,2447.43,24474.3,2241.85,22418.46
2005-06-29,2005,2492.46,24924.55,2283.09,22830.89
2005-06-30,2005,2474.65,24746.51,2266.78,22667.81
2005-07-01,2005,2489.24,24892.4,2280.14,22801.44
2005-07-02,2005,2512.43,25124.32,2301.39,23013.88
2005-07-03,2005,2499.24,24992.36,2289.3,22893.0
2005-07-04,2005,2537.59,25375.85,2324.43,23244.28
2005-07-05,2005,2435.07,24350.75,2230.53,22305.29
2005-07-06,2005,2496.11,24961.09,2286.44,22864.36
2005-07-07,2005,2471.12,24711.16,2263.54,22635.42
2005-07-08,2005,2505.78,25057.84,2295.3,22952.98
2005-07-09,2005,2478.03,24780.31,2269.88,22698.76
2005-07-10,2005,2533.31,25333.08,2320.51,23205.1
2005-07-11,2005,2460.26,24602.64,2253.6,22536.02
2005-07-12,2005,2506.28,25062.78,2295.75,22957.5
2005-07-13,2005,2480.2,24802.02,2271.87,22718.65
2005-07-14,2005,2502.07,25020.66,2291.89,22918.93
2005-07-15,2005,2544.01,25440.05,2330.31,23303.09
2005-07-16,2005,2490.92,24909.17,2281.68,22816.8
2005-07-17,2005,2489.35,24893.45,2280.24,22802.4
2005-07-18,2005,2529.94,25299.36,2317.42,23174.22
2005-07-19,2005,2531.3,25312.95,2318.67,23186.67
2005-07-20,2005,2556.01,25560.07,2341.3,23413.03
2005-07-21,2005,2508.08,25080.76,2297.4,22973.98
2005-07-22,2005,2562.28,25622.8,2347.05,23470.48
2005-07-23,2005,2476.39,24763.94,2268.38,22683.77
2005-07-24,2005,2506.1,25061.0,2295.59,22955.87
2005-07-25,2005,2502.26,25022.6,2292.07,22920.7
2005-07-26,2005,2530.7,25307.02,2318.12,23181.23
2005-07-27,2005,2524.62,25246.19,2312.55,23125.51
2005-07-28,2005,2537.91,25379.08,2324.72,23247.24
2005-07-29,2005,2495.9,24959.02,2286.25,22862.46
2005-07-30,2005,2556.08,25560.8,2341.37,23413.69
2005-07-31,2005,2553.58,25535.8,2339.08,23390.8
2005-08-01,2005,2522.99,25229.88,2311.06,23110.57
2005-08-02,2005,2467.09,24670.93,2259.86,22598.57
2005-08-03,2005,2511.52,25115.2,2300.55,23005.52
2005-08-04,2005,2529.1,25290.99,2316.65,23166.55
2005-08-05,2005,2514.66,25146.62,2303.43,23034.3
2005-08-06,2005,2538.77,25387.7,2325.51,23255.14
2005-08-07,2005,2511.34,25113.44,2300.39,23003.91
2005-08-08,2005,2542.98,25429.84,2329.37,23293.73
2005-08-09,2005,2521.57,25215.71,2309.76,23097.59
2005-08-10,2005,2514.03,25140.31,2302.85,23028.52
2005-08-11,2005,2536.01,25360.11,2322.99,23229.86
2005-08-12,2005,2560.42,25604.2,2345.34,23453.45
2005-08-13,2005,2573.07,25730.7,2356.93,23569.32
2005-08-14,2005,2493.75,24937.46,2284.27,22842.72
2005-08-15,2005,2490.03,24900.33,2280.87,22808.71
2005-08-16,2005,2536.13,25361.29,2323.09,23230.94
2005-08-17,2005,2508.63,25086.25,2297.9,22979.01
2005-08-18,2005,2546.32,25463.17,2332.43,23324.26
2005-08-19,2005,2524.94,25249.4,2312.85,23128.45
2005-08-20,2005,2593.1,25931.01,2375.28,23752.8
2005-08-21,2005,2571.97,25719.67,2355.92,23559.21
2005-08-22,2005,2524.13,25241.27,2312.1,23121.0
2005-08-23,2005,2532.28,25322.8,2319.57,23195.69
2005-08-24,2005,2550.29,25502.95,2336.07,23360.7
2005-08-25,2005,2551.77,25517.74,2337.42,23374.25
2005-08-26,2005,2545.27,25452.65,2331.46,23314.63
2005-08-27,2005,2541.77,25417.73,2328.26,23282.64
2005-08-28,2005,2538.72,25387.22,2325.47,23254.7
2005-08-29,2005,2481.92,24819.23,2273.44,22734.41
2005-08-30,2005,2583.48,25834.79,2366.47,23664.67
2005-08-31,2005,2558.81,25588.05,2343.87,23438.66
2005-09-01,2005,2534.95,25349.47,2322.01,23220.11
2005-09-02,2005,2556.69,25566.85,2341.92,23419.24
2005-09-03,2005,2484.27,24842.66,2275.59,22755.87
2005-09-04,2005,2576.11,25761.13,2359.72,23597.19
2005-09-05,2005,2459.85,24598.53,2253.23,22532.26
2005-09-06,2005,2558.72,25587.19,2343.79,23437.87
2005-09-07,2005,2576.33,25763.26,2359.91,23599.14
2005-09-08,2005,2553.7,25537.01,2339.19,23391.9
2005-09-09,2005,2494.51,24945.05,2284.97,22849.67
2005-09-10,2005,2558.02,25580.18,2343.14,23431.45
2005-09-11,2005,2586.85,25868.46,2369.55,23695.51
2005-09-12,2005,2615.28,26152.79,2395.6,23955.96
2005-09-13,2005,2562.49,25624.91,2347.24,23472.41
2005-09-14,2005,2541.52,25415.24,2328.04,23280.36
2005-09-15,2005,2580.51,25805.09,2363.75,23637.46
2005-09-16,2005,2579.61,25796.07,2362.92,23629.2
2005-09-17,2005,2613.76,26137.6,2394.2,23942.04
2005-09-18,2005,2559.37,25593.69,2344.38,23443.82
2005-09-19,2005,2602.47,26024.71,2383.86,23838.63
2005-09-20,2005,2534.01,25340.06,2321.15,23211.49
2005-09-21,2005,2582.69,25826.94,2365.75,23657.47
2005-09-22,2005,2590.33,25903.34,2372.75,23727.46
2005-09-23,2005,2583.19,25831.91,2366.2,23662.03
2005-09-24,2005,2584.4,25843.97,2367.31,23673.07
2005-09-25,2005,2551.07,25510.75,2336.78,23367.84
2005-09-26,2005,2618.56,26185.63,2398.6,23986.03
2005-09-27,2005,2604.27,26042.68,2385.51,23855.1
2005-09-28,2005,2626.0,26260.05,2405.42,24054.2
2005-09-29,2005,2595.61,25956.12,2377.58,23775.81
2005-09-30,2005,2541.7,25416.99,2328.2,23281.96
2005-10-01,2005,2616.34,26163.42,2396.57,23965.69
2005-10-02,2005,2572.05,25720.5,2356.0,23559.98
2005-10-03,2005,2598.95,25989.46,2380.63,23806.34
2005-10-04,2005,2579.28,25792.8,2362.62,23626.21
2005-10-05,2005,2592.45,25924.52,2374.69,23746.86
2005-10-06,2005,2569.41,25694.12,2353.58,23535.82
2005-10-07,2005,2615.12,26151.24,2395.45,23954.54
2005-10-08,2005,2607.29,26072.86,2388.27,23882.74
2005-10-09,2005,2568.93,25689.32,2353.14,23531.42
2005-10-10,2005,2605.78,26057.79,2386.89,23868.94
2005-10-11,2005,2563.54,25635.43,2348.21,23482.06
2005-10-12,2005,2628.07,26280.72,2407.31,24073.14
2005-10-13,2005,2602.39,26023.89,2383.79,23837.89
2005-10-14,2005,2608.58,26085.76,2389.46,23894.56
2005-10-15,2005,2616.06,26160.59,2396.31,23963.1
2005-10-16,2005,2626.91,26269.05,2406.25,24062.45
2005-10-17,2005,2624.56,26245.57,2404.09,24040.94
2005-10-18,2005,2595.32,25953.16,2377.31,23773.1
2005-10-19,2005,2571.68,25716.84,2355.66,23556.62
2005-10-20,2005,2629.23,26292.28,2408.37,24083.73
2005-10-21,2005,2601.27,26012.74,2382.77,23827.67
2005-10-22,2005,2651.6,26516.01,2428.87,24288.67
2005-10-23,2005,2613.07,26130.66,2393.57,23935.68
2005-10-24,2005,2631.65,26316.51,2410.59,24105.92
2005-10-25,2005,2597.34,25973.44,2379.17,23791.67
2005-10-26,2005,2614.08,26140.75,2394.49,23944.93
2005-10-27,2005,2646.36,26463.55,2424.06,24240.61
2005-10-28,2005,2596.16,25961.57,2378.08,23780.8
2005-10-29,2005,2639.39,26393.95,2417.69,24176.85
2005-10-30,2005,2622.52,26225.21,2402.23,24022.29
2005-10-31,2005,2623.9,26238.98,2403.49,24034.91
2005-11-01,2005,2621.48,26214.82,2401.28,24012.78
2005-11-02,2005,2608.08,26080.77,2389.0,23889.99
2005-11-03,2005,2607.0,26069.98,2388.01,23880.1
2005-11-04,2005,2633.81,26338.1,2412.57,24125.7
2005-11-05,2005,2610.5,26104.96,2391.21,23912.15
2005-11-06,2005,2647.99,26479.89,2425.56,24255.58
2005-11-07,2005,2595.9,25959.04,2377.85,23778.48
2005-11-08,2005,2612.56,26125.62,2393.11,23931.07
2005-11-09,2005,2644.75,26447.5,2422.59,24225.91
2005-11-10,2005,2573.59,25735.95,2357.41,23574.13
2005-11-11,2005,2624.34,26243.4,2403.89,24038.95
2005-11-12,2005,2582.85,25828.47,2365.89,23658.88
2005-11-13,2005,2619.57,26195.73,2399.53,23995.29
2005-11-14,2005,2671.45,26714.52,2447.05,24470.5
2005-11-15,2005,2642.79,26427.93,2420.8,24207.99
2005-11-16,2005,2613.55,26135.52,2394.01,23940.14
2005-11-17,2005,2636.5,26364.96,2415.03,24150.31
2005-11-18,2005,2599.3,25993.04,2380.96,23809.62
2005-11-19,2005,2673.33,26733.32,2448.77,24487.72
2005-11-20,2005,2595.5,25954.97,2377.47,23774.75
2005-11-21,2005,2657.0,26569.96,2433.81,24338.09
2005-11-22,2005,2620.27,26202.66,2400.16,24001.63
2005-11-23,2005,2644.59,26445.91,2422.45,24224.45
2005-11-24,2005,2671.89,26718.95,2447.46,24474.55
2005-11-25,2005,2664.91,26649.06,2441.05,24410.54
2005-11-26,2005,2656.85,26568.54,2433.68,24336.78
2005-11-27,2005,2635.38,26353.81,2414.01,24140.09
2005-11-28,2005,2642.31,26423.13,2420.36,24203.58
2005-11-29,2005,2619.61,26196.11,2399.56,23995.63
2005-11-30,2005,2711.86,27118.63,2484.07,24840.67
2005-12-01,2005,2694.52,26945.16,2468.18,24681.77
2005-12-02,2005,2686.48,26864.83,2460.82,24608.19
2005-12-03,2005,2657.52,26575.2,2434.29,24342.88
2005-12-04,2005,2654.68,26546.78,2431.69,24316.85
2005-12-05,2005,2628.93,26289.33,2408.1,24081.03
2005-12-06,2005,2678.12,26781.23,2453.16,24531.6
2005-12-07,2005,2678.86,26788.61,2453.84,24538.36
2005-12-08,2005,2624.55,26245.53,2404.09,24040.9
2005-12-09,2005,2667.13,26671.29,2443.09,24430.91
2005-12-10,2005,2631.37,26313.73,2410.34,24103.38
2005-12-11,2005,2653.11,26531.05,2430.24,24302.45
2005-12-12,2005,2671.66,26716.61,2447.24,24472.41
2005-12-13,2005,2653.34,26533.41,2430.46,24304.61
2005-12-14,2005,2678.23,26782.31,2453.26,24532.59
2005-12-15,2005,2640.53,26405.26,2418.72,24187.22
2005-12-16,2005,2694.93,26949.28,2468.55,24685.54
2005-12-17,2005,2640.2,26402.03,2418.43,24184.26
2005-12-18,2005,2693.94,26939.35,2467.64,24676.45
2005-12-19,2005,2651.75,26517.52,2429.0,24290.04
2005-12-20,2005,2655.03,26550.28,2432.01,24320.06
2005-12-21,2005,2706.18,27061.75,2478.86,24788.56
2005-12-22,2005,2695.91,26959.11,2469.45,24694.55
2005-12-23,2005,2666.13,26661.29,2442.17,24421.74
2005-12-24,2005,2672.6,26726.04,2448.11,24481.06
2005-12-25,2005,2678.29,26782.93,2453.32,24533.16
2005-12-26,2005,2702.41,27024.1,2475.41,24754.07
2005-12-27,2005,2718.12,27181.24,2489.8,24898.02
2005-12-28,2005,2618.22,26182.23,2398.29,23982.92
2005-12-29,2005,2703.33,27033.26,2476.25,24762.46
2005-12-30,2005,2692.81,26928.1,2466.61,24666.14
2005-12-31,2005,2702.29,27022.9,2475.3,24752.97
2006-01-01,2006,2608.73,26087.27,2389.59,23895.94
2006-01-02,2006,2655.09,26550.93,2432.07,24320.65
2006-01-03,2006,2684.58,26845.84,2459.08,24590.79
2006-01-04,2006,2722.05,27220.49,2493.4,24933.97
2006-01-05,2006,2717.42,27174.19,2489.16,24891.56
2006-01-06,2006,2690.96,26909.6,2464.92,24649.19
2006-01-07,2006,2702.18,27021.76,2475.19,24751.93
2006-01-08,2006,2677.97,26779.73,2453.02,24530.23
2006-01-09,2006,2696.91,26969.15,2470.37,24703.74
2006-01-10,2006,2645.19,26451.89,2422.99,24229.93
2006-01-11,2006,2684.66,26846.55,2459.14,24591.44
2006-01-12,2006,2739.85,27398.52,2509.7,25097.04
2006-01-13,2006,2706.23,27062.27,2478.9,24789.04
2006-01-14,2006,2716.57,27165.71,2488.38,24883.79
2006-01-15,2006,2678.62,26786.21,2453.62,24536.17
2006-01-16,2006,2670.34,26703.42,2446.03,24460.33
2006-01-17,2006,2728.99,27289.94,2499.76,24997.59
2006-01-18,2006,2706.7,27067.0,2479.34,24793.37
2006-01-19,2006,2682.25,26822.54,2456.95,24569.45
2006-01-20,2006,2706.0,27060.03,2478.7,24786.99
2006-01-21,2006,2710.97,27109.71,2483.25,24832.49
2006-01-22,2006,2716.19,27161.9,2488.03,24880.3
2006-01-23,2006,2704.62,27046.19,2477.43,24774.31
2006-01-24,2006,2740.04,27400.41,2509.88,25098.77
2006-01-25,2006,2687.01,26870.11,2461.3,24613.02
2006-01-26,2006,2708.43,27084.33,2480.92,24809.24
2006-01-27,2006,2695.01,26950.11,2468.63,24686.3
2006-01-28,2006,2666.92,26669.2,2442.9,24428.98
2006-01-29,2006,2672.36,26723.57,2447.88,24478.79
2006-01-30,2006,2712.41,27124.12,2484.57,24845.69
2006-01-31,2006,2711.11,27111.08,2483.37,24833.75
2006-02-01,2006,2684.38,26843.85,2458.9,24588.96
2006-02-02,2006,2722.14,27221.42,2493.48,24934.82
2006-02-03,2006,2670.92,26709.18,2446.56,24465.61
2006-02-04,2006,2678.3,26783.04,2453.33,24533.27
2006-02-05,2006,2700.52,27005.18,2473.67,24736.74
2006-02-06,2006,2712.12,27121.17,2484.3,24842.99
2006-02-07,2006,2722.4,27224.03,2493.72,24937.21
2006-02-08,2006,2694.47,26944.66,2468.13,24681.31
2006-02-09,2006,2721.58,27215.8,2492.97,24929.67
2006-02-10,2006,2697.6,26975.99,2471.0,24710.01
2006-02-11,2006,2727.69,27276.95,2498.57,24985.68
2006-02-12,2006,2738.82,27388.22,2508.76,25087.61
2006-02-13,2006,2701.66,27016.61,2474.72,24747.21
2006-02-14,2006,2720.39,27203.92,2491.88,24918.79
2006-02-15,2006,2740.42,27404.24,2510.23,25102.29
2006-02-16,2006,2743.58,27435.8,2513.12,25131.2
2006-02-17,2006,2735.48,27354.82,2505.7,25057.02
2006-02-18,2006,2694.5,26945.01,2468.16,24681.63
2006-02-19,2006,2714.16,27141.65,2486.17,24861.75
2006-02-20,2006,2754.84,27548.45,2523.44,25234.38
2006-02-21,2006,2729.64,27296.42,2500.35,25003.52
2006-02-22,2006,2804.67,28046.74,2569.08,25690.82
2006-02-23,2006,2733.7,27336.97,2504.07,25040.66
2006-02-24,2006,2718.24,27182.44,2489.91,24899.11
2006-02-25,2006,2760.87,27608.73,2528.96,25289.6
2006-02-26,2006,2784.75,27847.52,2550.83,25508.33
2006-02-27,2006,2722.41,27224.08,2493.73,24937.26
2006-02-28,2006,2714.93,27149.25,2486.87,24868.72
2006-03-01,2006,2728.57,27285.68,2499.37,24993.69
2006-03-02,2006,2727.68,27276.82,2498.56,24985.56
2006-03-03,2006,2752.62,27526.24,2521.4,25214.04
2006-03-04,2006,2753.38,27533.81,2522.1,25220.97
2006-03-05,2006,2684.7,26846.98,2459.18,24591.83
2006-03-06,2006,2752.86,27528.62,2521.62,25216.21
2006-03-07,2006,2829.3,28292.95,2591.63,25916.34
2006-03-08,2006,2731.41,27314.11,2501.97,25019.72
2006-03-09,2006,2734.12,27341.17,2504.45,25044.51
2006-03-10,2006,2700.34,27003.39,2473.51,24735.1
2006-03-11,2006,2725.21,27252.14,2496.3,24962.96
2006-03-12,2006,2758.51,27585.13,2526.8,25267.98
2006-03-13,2006,2778.76,27787.65,2545.35,25453.49
2006-03-14,2006,2747.72,27477.22,2516.91,25169.14
2006-03-15,2006,2722.89,27228.95,2494.17,24941.72
2006-03-16,2006,2770.77,27707.66,2538.02,25380.22
2006-03-17,2006,2776.91,27769.05,2543.65,25436.45
2006-03-18,2006,2775.03,27750.3,2541.93,25419.28
2006-03-19,2006,2730.77,27307.72,2501.39,25013.88
2006-03-20,2006,2761.98,27619.78,2529.97,25299.72
2006-03-21,2006,2783.68,27836.81,2549.85,25498.52
2006-03-22,2006,2710.19,27101.94,2482.54,24825.37
2006-03-23,2006,2701.31,27013.14,2474.4,24744.03
2006-03-24,2006,2731.0,27309.96,2501.59,25015.93
2006-03-25,2006,2755.68,27556.78,2524.2,25242.01
2006-03-26,2006,2782.29,27822.94,2548.58,25485.81
2006-03-27,2006,2776.57,27765.7,2543.34,25433.38
2006-03-28,2006,2730.05,27300.52,2500.73,25007.28
2006-03-29,2006,2769.17,27691.68,2536.56,25365.58
2006-03-30,2006,2797.92,27979.2,2562.9,25628.95
2006-03-31,2006,2838.35,28383.47,2599.93,25999.26
2006-04-01,2006,2781.64,27816.37,2547.98,25479.8
2006-04-02,2006,2794.71,27947.14,2559.96,25599.58
2006-04-03,2006,2776.96,27769.62,2543.7,25436.97
2006-04-04,2006,2737.79,27377.92,2507.82,25078.17
2006-04-05,2006,2736.39,27363.86,2506.53,25065.29
2006-04-06,2006,2796.52,27965.16,2561.61,25616.09
2006-04-07,2006,2815.75,28157.55,2579.23,25792.31
2006-04-08,2006,2716.04,27160.37,2487.89,24878.9
2006-04-09,2006,2789.62,27896.25,2555.3,25552.96
2006-04-10,2006,2800.39,28003.88,2565.16,25651.55
2006-04-11,2006,2702.3,27023.05,2475.31,24753.11
2006-04-12,2006,2802.41,28024.12,2567.01,25670.1
2006-04-13,2006,2786.4,27863.95,2552.34,25523.38
2006-04-14,2006,2833.87,28338.74,2595.83,25958.28
2006-04-15,2006,2792.44,27924.37,2557.87,25578.72
2006-04-16,2006,2792.63,27926.25,2558.04,25580.45
2006-04-17,2006,2820.4,28203.95,2583.48,25834.82
2006-04-18,2006,2760.63,27606.28,2528.74,25287.35
2006-04-19,2006,2829.02,28290.19,2591.38,25913.82
2006-04-20,2006,2801.54,28015.4,2566.21,25662.11
2006-04-21,2006,2798.75,27987.48,2563.65,25636.53
2006-04-22,2006,2791.78,27917.77,2557.27,25572.67
2006-04-23,2006,2819.78,28197.81,2582.92,25829.19
2006-04-24,2006,2743.6,27436.01,2513.14,25131.38
2006-04-25,2006,2775.67,27756.67,2542.51,25425.11
2006-04-26,2006,2812.16,28121.64,2575.94,25759.43
2006-04-27,2006,2840.3,28403.01,2601.72,26017.15
2006-04-28,2006,2817.43,28174.34,2580.77,25807.69
2006-04-29,2006,2777.6,27776.0,2544.28,25442.81
2006-04-30,2006,2802.35,28023.48,2566.95,25669.51
2006-05-01,2006,2788.21,27882.09,2554.0,25539.99
2006-05-02,2006,2804.09,28040.91,2568.55,25685.48
2006-05-03,2006,2745.87,27458.67,2515.21,25152.14
2006-05-04,2006,2779.77,27797.69,2546.27,25462.69
2006-05-05,2006,2828.51,28285.12,2590.92,25909.17
2006-05-06,2006,2794.3,27943.01,2559.58,25595.8
2006-05-07,2006,2793.66,27936.57,2558.99,25589.9
2006-05-08,2006,2811.33,28113.34,2575.18,25751.82
2006-05-09,2006,2808.74,28087.45,2572.81,25728.1
2006-05-10,2006,2796.84,27968.41,2561.91,25619.06
2006-05-11,2006,2805.95,28059.51,2570.25,25702.51
2006-05-12,2006,2842.36,28423.61,2603.6,26036.02
2006-05-13,2006,2830.38,28303.79,2592.63,25926.27
2006-05-14,2006,2819.01,28190.08,2582.21,25822.12
2006-05-15,2006,2787.53,27875.33,2553.38,25533.8
2006-05-16,2006,2822.13,28221.26,2585.07,25850.67
2006-05-17,2006,2776.16,27761.58,2542.96,25429.61
2006-05-18,2006,2832.48,28324.78,2594.55,25945.5
2006-05-19,2006,2818.39,28183.9,2581.65,25816.45
2006-05-20,2006,2795.09,27950.87,2560.3,25602.99
2006-05-21,2006,2780.46,27804.58,2546.9,25469.0
2006-05-22,2006,2828.14,28281.41,2590.58,25905.77
2006-05-23,2006,2853.42,28534.15,2613.73,26137.28
2006-05-24,2006,2806.65,28066.53,2570.89,25708.95
2006-05-25,2006,2824.09,28240.86,2586.86,25868.63
2006-05-26,2006,2773.79,27737.91,2540.79,25407.93
2006-05-27,2006,2823.77,28237.71,2586.57,25865.74
2006-05-28,2006,2825.17,28251.72,2587.86,25878.58
2006-05-29,2006,2844.86,28448.62,2605.89,26058.94
2006-05-30,2006,2849.14,28491.44,2609.82,26098.16
2006-05-31,2006,2856.43,28564.27,2616.49,26164.87
2006-06-01,2006,2841.47,28414.73,2602.79,26027.89
2006-06-02,2006,2856.41,28564.1,2616.47,26164.72
2006-06-03,2006,2826.29,28262.91,2588.88,25888.83
2006-06-04,2006,2819.2,28192.02,2582.39,25823.89
2006-06-05,2006,2841.49,28414.88,2602.8,26028.03
2006-06-06,2006,2824.88,28248.77,2587.59,25875.88
2006-06-07,2006,2854.08,28540.81,2614.34,26143.38
2006-06-08,2006,2844.1,28441.0,2605.2,26051.96
2006-06-09,2006,2892.52,28925.16,2649.54,26495.44
2006-06-10,2006,2832.86,28328.63,2594.9,25949.03
2006-06-11,2006,2840.83,28408.29,2602.2,26022.0
2006-06-12,2006,2875.05,28750.53,2633.55,26335.48
2006-06-13,2006,2788.68,27886.76,2554.43,25544.27
2006-06-14,2006,2848.96,28489.64,2609.65,26096.51
2006-06-15,2006,2794.96,27949.62,2560.19,25601.85
2006-06-16,2006,2865.8,28658.01,2625.07,26250.74
2006-06-17,2006,2849.82,28498.24,2610.44,26104.39
2006-06-18,2006,2823.59,28235.95,2586.41,25864.13
2006-06-19,2006,2880.88,28808.76,2638.88,26388.83
2006-06-20,2006,2875.58,28755.8,2634.03,26340.32
2006-06-21,2006,2833.98,28339.83,2595.93,25959.28
2006-06-22,2006,2832.38,28323.76,2594.46,25944.56
2006-06-23,2006,2820.81,28208.15,2583.87,25838.66
2006-06-24,2006,2879.15,28791.55,2637.31,26373.06
2006-06-25,2006,2862.32,28623.24,2621.89,26218.89
2006-06-26,2006,2823.33,28233.31,2586.17,25861.71
2006-06-27,2006,2804.82,28048.24,2569.22,25692.19
2006-06-28,2006,2902.82,29028.22,2658.98,26589.85
2006-06-29,2006,2850.5,28505.05,2611.06,26110.62
2006-06-30,2006,2894.17,28941.72,2651.06,26510.62
2006-07-01,2006,2896.84,28968.38,2653.5,26535.03
2006-07-02,2006,2886.95,28869.54,2644.45,26444.5
2006-07-03,2006,2874.7,28746.97,2633.22,26332.23
2006-07-04,2006,2868.96,28689.64,2627.97,26279.71
2006-07-05,2006,2872.34,28723.37,2631.06,26310.61
2006-07-06,2006,2854.57,28545.7,2614.79,26147.86
2006-07-07,2006,2851.07,28510.71,2611.58,26115.81
2006-07-08,2006,2811.21,28112.11,2575.07,25750.69
2006-07-09,2006,2850.78,28507.82,2611.32,26113.16
2006-07-10,2006,2891.73,28917.31,2648.83,26488.26
2006-07-11,2006,2917.42,29174.17,2672.35,26723.54
2006-07-12,2006,2904.01,29040.15,2660.08,26600.77
2006-07-13,2006,2879.89,28798.89,2637.98,26379.78
2006-07-14,2006,2915.94,29159.37,2671.0,26709.98
2006-07-15,2006,2865.37,28653.66,2624.67,26246.75
2006-07-16,2006,2886.26,28862.6,2643.81,26438.14
2006-07-17,2006,2836.99,28369.95,2598.69,25986.87
2006-07-18,2006,2904.2,29042.03,2660.25,26602.5
2006-07-19,2006,2818.12,28181.22,2581.4,25814.0
2006-07-20,2006,2882.4,28823.95,2640.27,26402.74
2006-07-21,2006,2846.97,28469.74,2607.83,26078.29
2006-07-22,2006,2905.73,29057.32,2661.65,26616.51
2006-07-23,2006,2921.83,29218.34,2676.4,26764.0
2006-07-24,2006,2830.6,28306.0,2592.83,25928.29
2006-07-25,2006,2897.34,28973.39,2653.96,26539.62
2006-07-26,2006,2917.31,29173.07,2672.25,26722.53
2006-07-27,2006,2929.8,29298.04,2683.7,26837.01
2006-07-28,2006,2901.63,29016.33,2657.9,26578.96
2006-07-29,2006,2955.25,29552.49,2707.01,27070.08
2006-07-30,2006,2910.24,29102.39,2665.78,26657.79
2006-07-31,2006,2841.05,28410.47,2602.4,26023.99
2006-08-01,2006,2920.52,29205.16,2675.19,26751.93
2006-08-02,2006,2939.94,29399.43,2692.99,26929.88
2006-08-03,2006,2882.38,28823.84,2640.26,26402.64
2006-08-04,2006,2911.28,29112.79,2666.73,26667.32
2006-08-05,2006,2902.58,29025.8,2658.76,26587.63
2006-08-06,2006,2948.28,29482.81,2700.63,27006.26
2006-08-07,2006,2914.21,29142.12,2669.42,26694.18
2006-08-08,2006,2904.97,29049.7,2660.95,26609.53
2006-08-09,2006,2912.89,29128.86,2668.2,26682.03
2006-08-10,2006,2940.33,29403.28,2693.34,26933.41
2006-08-11,2006,2907.17,29071.66,2662.96,26629.64
2006-08-12,2006,2855.6,28556.02,2615.73,26157.32
2006-08-13,2006,2945.41,29454.08,2697.99,26979.94
2006-08-14,2006,2901.23,29012.28,2657.53,26575.25
2006-08-15,2006,2912.49,29124.9,2667.84,26678.41
2006-08-16,2006,2942.83,29428.31,2695.63,26956.33
2006-08-17,2006,2935.85,29358.48,2689.24,26892.37
2006-08-18,2006,2892.01,28920.07,2649.08,26490.78
2006-08-19,2006,2947.5,29474.99,2699.91,26999.09
2006-08-20,2006,2905.35,29053.46,2661.3,26612.97
2006-08-21,2006,2949.44,29494.37,2701.68,27016.84
2006-08-22,2006,2922.93,29229.29,2677.4,26774.03
2006-08-23,2006,2941.23,29412.31,2694.17,26941.67
2006-08-24,2006,2873.41,28734.13,2632.05,26320.47
2006-08-25,2006,2952.92,29529.2,2704.88,27048.75
2006-08-26,2006,2899.07,28990.71,2655.55,26555.49
2006-08-27,2006,2895.29,28952.88,2652.08,26520.84
2006-08-28,2006,2927.93,29279.29,2681.98,26819.83
2006-08-29,2006,2907.1,29071.04,2662.91,26629.07
2006-08-30,2006,2968.72,29687.17,2719.34,27193.45
2006-08-31,2006,2919.39,29193.88,2674.16,26741.59
2006-09-01,2006,2946.86,29468.63,2699.33,26993.26
2006-09-02,2006,2895.93,28959.34,2652.68,26526.75
2006-09-03,2006,2923.8,29238.04,2678.2,26782.04
2006-09-04,2006,2966.86,29668.62,2717.65,27176.46
2006-09-05,2006,2915.44,29154.43,2670.55,26705.46
2006-09-06,2006,2972.04,29720.41,2722.39,27223.89
2006-09-07,2006,2954.78,29547.76,2706.57,27065.75
2006-09-08,2006,2939.28,29392.8,2692.38,26923.81
2006-09-09,2006,2952.61,29526.07,2704.59,27045.88
2006-09-10,2006,2941.39,29413.89,2694.31,26943.12
2006-09-11,2006,2921.47,29214.73,2676.07,26760.69
2006-09-12,2006,2964.47,29644.69,2715.45,27154.54
2006-09-13,2006,2951.62,29516.21,2703.69,27036.85
2006-09-14,2006,2924.97,29249.69,2679.27,26792.72
2006-09-15,2006,2973.96,29739.6,2724.15,27241.47
2006-09-16,2006,2943.08,29430.78,2695.86,26958.59
2006-09-17,2006,2958.43,29584.29,2709.92,27099.21
2006-09-18,2006,2925.02,29250.16,2679.31,26793.14
2006-09-19,2006,2964.1,29641.03,2715.12,27151.18
2006-09-20,2006,2946.33,29463.27,2698.84,26988.36
2006-09-21,2006,2953.28,29532.81,2705.2,27052.05
2006-09-22,2006,2985.39,29853.95,2734.62,27346.22
